vendor,vendor_slug,asset_kind,variant,size_px,file,source_url,vendor_site,asset_basis,legal_status,safe_zone_percent,transparent_background
BrowserStack,browserstack,product,monochrome,512,svg/monochrome/products/browserstack-product-monochrome-512.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,product,monochrome,256,svg/monochrome/products/browserstack-product-monochrome-256.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
BrowserStack,browserstack,product,monochrome,128,svg/monochrome/products/browserstack-product-monochrome-128.svg,https://www.browserstack.com,https://www.browserstack.com,typographic-fallback,BrowserStack trademark identification; fallback is not an official supplied logo asset.,12.5,True
ManageEngine,manageengine,vendor,color,512,svg/color/vendors/manageengine-vendor-color-512.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,vendor,color,256,svg/color/vendors/manageengine-vendor-color-256.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,vendor,color,128,svg/color/vendors/manageengine-vendor-color-128.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,product,color,512,svg/color/products/manageengine-product-color-512.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,product,color,256,svg/color/products/manageengine-product-color-256.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,product,color,128,svg/color/products/manageengine-product-color-128.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,vendor,monochrome,512,svg/monochrome/vendors/manageengine-vendor-monochrome-512.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,vendor,monochrome,256,svg/monochrome/vendors/manageengine-vendor-monochrome-256.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,vendor,monochrome,128,svg/monochrome/vendors/manageengine-vendor-monochrome-128.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,product,monochrome,512,svg/monochrome/products/manageengine-product-monochrome-512.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,product,monochrome,256,svg/monochrome/products/manageengine-product-monochrome-256.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
ManageEngine,manageengine,product,monochrome,128,svg/monochrome/products/manageengine-product-monochrome-128.svg,https://www.manageengine.com/logo.html,https://www.manageengine.com,typographic-fallback,ManageEngine official logo guidelines apply; fallback avoids recreating protected multicolor swirls.,12.5,True
Sentry,sentry,vendor,color,512,svg/color/vendors/sentry-vendor-color-512.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,vendor,color,256,svg/color/vendors/sentry-vendor-color-256.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,vendor,color,128,svg/color/vendors/sentry-vendor-color-128.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,product,color,512,svg/color/products/sentry-product-color-512.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,product,color,256,svg/color/products/sentry-product-color-256.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,product,color,128,svg/color/products/sentry-product-color-128.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,vendor,monochrome,512,svg/monochrome/vendors/sentry-vendor-monochrome-512.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,vendor,monochrome,256,svg/monochrome/vendors/sentry-vendor-monochrome-256.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,vendor,monochrome,128,svg/monochrome/vendors/sentry-vendor-monochrome-128.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,product,monochrome,512,svg/monochrome/products/sentry-product-monochrome-512.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,product,monochrome,256,svg/monochrome/products/sentry-product-monochrome-256.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
Sentry,sentry,product,monochrome,128,svg/monochrome/products/sentry-product-monochrome-128.svg,https://sentry.io,https://sentry.io,typographic-fallback,Sentry trademark identification; fallback is not an official supplied logo asset.,12.5,True
n8n,n8n,vendor,color,512,svg/color/vendors/n8n-vendor-color-512.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,vendor,color,256,svg/color/vendors/n8n-vendor-color-256.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,vendor,color,128,svg/color/vendors/n8n-vendor-color-128.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,product,color,512,svg/color/products/n8n-product-color-512.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,product,color,256,svg/color/products/n8n-product-color-256.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,product,color,128,svg/color/products/n8n-product-color-128.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,vendor,monochrome,512,svg/monochrome/vendors/n8n-vendor-monochrome-512.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,vendor,monochrome,256,svg/monochrome/vendors/n8n-vendor-monochrome-256.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,vendor,monochrome,128,svg/monochrome/vendors/n8n-vendor-monochrome-128.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,product,monochrome,512,svg/monochrome/products/n8n-product-monochrome-512.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,product,monochrome,256,svg/monochrome/products/n8n-product-monochrome-256.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
n8n,n8n,product,monochrome,128,svg/monochrome/products/n8n-product-monochrome-128.svg,https://n8n.io/brandguidelines/,https://n8n.io,typographic-fallback,n8n brand guidelines apply; use approved brand colors and clear space.,12.5,True
